Cardinals, /assets/small_team_logos/cardinals.png
Falcons, /assets/small_team_logos/falcons.png
Ravens, /assets/small_team_logos/ravens.png
Bills, /assets/small_team_logos/bills.png
Panthers, /assets/small_team_logos/panthers.png
Bears, /assets/small_team_logos/bears.png
Bengals, /assets/small_team_logos/bengals.png
Browns, /assets/small_team_logos/browns.png
Cowboys, /assets/small_team_logos/cowboys.png
Broncos, /assets/small_team_logos/broncos.png
Lions, /assets/small_team_logos/lions.png
Packers, /assets/small_team_logos/packers.png
Texans, /assets/small_team_logos/texans.png
Colts, /assets/small_team_logos/colts.png
Jaguars, /assets/small_team_logos/jaguars.png
Chiefs, /assets/small_team_logos/chiefs.png
Dolphins, /assets/small_team_logos/dolphins.png
Vikings, /assets/small_team_logos/vikings.png
Patriots, /assets/small_team_logos/patriots.png
Saints, /assets/small_team_logos/saints.png
Giants, /assets/small_team_logos/giants.png
Jets, /assets/small_team_logos/jets.png
Raiders, /assets/small_team_logos/raiders.png
Eagles, /assets/small_team_logos/eagles.png
Steelers, /assets/small_team_logos/steelers.png
Chargers, /assets/small_team_logos/chargers.png
49ers, /assets/small_team_logos/49ers.png
Seahawks, /assets/small_team_logos/seahawks.png
Rams, /assets/small_team_logos/rams.png
Buccaneers, /assets/small_team_logos/buccaneers.png
Titans, /assets/small_team_logos/titans.png
Redskins, /assets/small_team_logos/redskins.png
